"type","genotype","N","mean","sd","se","gene"
"1427","Cmbr","wt",6,8.87339335646858,16.7667756961612,6.84500751454887,"Solyc08g082640.2.1"
"1428","Cother","wt",3,3.55164770300418,2.1896458030502,1.26419259382097,"Solyc08g082640.2.1"
"1429","Ambr","wt",3,14.7294602334976,9.48417911917,5.47569336749543,"Solyc09g005140.1.1"
"1430","Aother","wt",5,7.4862638554091,3.72607587851247,1.66635179073523,"Solyc09g005140.1.1"
"1431","Bmbr","wt",4,8.40631382623676,3.26249951546881,1.63124975773441,"Solyc09g005140.1.1"
"1432","Bother","wt",4,4.74432319560747,2.81746990471523,1.40873495235761,"Solyc09g005140.1.1"
"1433","Cmbr","wt",6,6.60594335648274,5.1621470454281,2.1074377064191,"Solyc09g005140.1.1"
"1434","Cother","wt",3,116.188703640387,193.470400777394,111.700187969053,"Solyc09g005140.1.1"
"1435","Ambr","wt",3,1.91789275030999,1.7780896973764,1.02658056542357,"Solyc09g005260.2.1"
"1436","Aother","wt",5,45.9944782233308,36.3600719063724,16.2607184898858,"Solyc09g005260.2.1"
"1437","Bmbr","wt",4,5.21651233297316,8.125972524777,4.0629862623885,"Solyc09g005260.2.1"
"1438","Bother","wt",4,29.0221095071975,9.43596270655697,4.71798135327849,"Solyc09g005260.2.1"
"1439","Cmbr","wt",6,1.34004580906812,2.02131688008383,0.825199160779971,"Solyc09g005260.2.1"
"1440","Cother","wt",3,2.70733886548725,0.73452961414324,0.424080870453351,"Solyc09g005260.2.1"
"1441","Ambr","wt",3,13.5114362535961,3.948698496639,2.2797821399832,"Solyc09g005270.2.1"
"1442","Aother","wt",5,15.332824818421,6.48081305667385,2.89830770883818,"Solyc09g005270.2.1"
"1443","Bmbr","wt",4,15.9283514179947,8.05348520937161,4.02674260468581,"Solyc09g005270.2.1"
"1444","Bother","wt",4,11.4389882492825,4.06692431483617,2.03346215741809,"Solyc09g005270.2.1"
"1445","Cmbr","wt",6,13.1339534306463,6.61672035018694,2.70126477144127,"Solyc09g005270.2.1"
"1446","Cother","wt",3,61.878299396115,81.5970356053158,47.1100704718046,"Solyc09g005270.2.1"
"1447","Ambr","wt",3,4.39061625850205,0.821999841802123,0.474581829938286,"Solyc09g005290.1.1"
"1448","Aother","wt",5,3.82150290839701,3.53467942032212,1.58075669250196,"Solyc09g005290.1.1"
"1449","Bmbr","wt",4,3.06827423611872,2.64688198990551,1.32344099495276,"Solyc09g005290.1.1"
"1450","Bother","wt",4,3.71764625232124,3.38021327021656,1.69010663510828,"Solyc09g005290.1.1"
"1451","Cmbr","wt",6,2.89443918450705,1.36000000654784,0.555217677704,"Solyc09g005290.1.1"
"1452","Cother","wt",3,23.5615132337815,36.4792327606425,21.0612948541879,"Solyc09g005290.1.1"
"1453","Ambr","wt",3,8.66850699936348,6.63862895116178,3.83281421200329,"Solyc09g007100.2.1"
"1454","Aother","wt",5,8.69571220716603,4.11488534440431,1.84023266994113,"Solyc09g007100.2.1"
"1455","Bmbr","wt",4,4.81243121472309,3.66373443600026,1.83186721800013,"Solyc09g007100.2.1"
"1456","Bother","wt",4,8.1862356427726,7.24238346918557,3.62119173459279,"Solyc09g007100.2.1"
"1457","Cmbr","wt",6,4.87825027132787,4.34464909989273,1.77369556769657,"Solyc09g007100.2.1"
"1458","Cother","wt",3,24.4556011075582,33.557727292102,19.3745628854871,"Solyc09g007100.2.1"
"1459","Ambr","wt",3,12.4594643775056,8.8098278605685,5.08635648681349,"Solyc09g007510.1.1"
"1460","Aother","wt",5,12.6781676083045,4.66938397573972,2.08821199656045,"Solyc09g007510.1.1"
"1461","Bmbr","wt",4,22.4296112551665,8.84934142666828,4.42467071333414,"Solyc09g007510.1.1"
"1462","Bother","wt",4,7.45594650612285,4.74997635800063,2.37498817900031,"Solyc09g007510.1.1"
"1463","Cmbr","wt",6,18.8511888697316,6.11075090096984,2.49470360877145,"Solyc09g007510.1.1"
"1464","Cother","wt",3,65.1685858574347,91.2649358650577,52.691835289265,"Solyc09g007510.1.1"
"1465","Ambr","wt",3,14.290501186383,20.5418014282399,11.8598145842342,"Solyc09g007690.1.1"
"1466","Aother","wt",5,2.50013363187686,1.93907192334265,0.867179326771086,"Solyc09g007690.1.1"
"1467","Bmbr","wt",4,14.7472924817528,27.3262211264752,13.6631105632376,"Solyc09g007690.1.1"
"1468","Bother","wt",4,2.75631739071181,1.88731502323164,0.943657511615819,"Solyc09g007690.1.1"
"1469","Cmbr","wt",6,2.49033813553249,1.39713396261,0.570377551784535,"Solyc09g007690.1.1"
"1470","Cother","wt",3,62.3700195916217,97.6396198764863,56.3722608192621,"Solyc09g007690.1.1"
"1471","Ambr","wt",3,1.50072769673079,0.817353048298933,0.47189900245835,"Solyc09g008990.2.1"
"1472","Aother","wt",5,9.86166798676338,5.8582288293766,2.61987957804702,"Solyc09g008990.2.1"
"1473","Bmbr","wt",4,5.63374993900923,2.83133580778343,1.41566790389171,"Solyc09g008990.2.1"
"1474","Bother","wt",4,10.0603269049799,6.27889802405148,3.13944901202574,"Solyc09g008990.2.1"
"1475","Cmbr","wt",6,5.56605455674073,4.93966733398497,2.01661074455955,"Solyc09g008990.2.1"
"1476","Cother","wt",3,1.3427312830517,1.68254359581128,0.971416997964925,"Solyc09g008990.2.1"
"1477","Ambr","wt",3,2.50369261982309,3.68338130895809,2.12660119025499,"Solyc09g009420.1.1"
"1478","Aother","wt",5,3.8819868278941,4.29818352944405,1.92220611032137,"Solyc09g009420.1.1"
"1479","Bmbr","wt",4,0.556600054465766,0.425246598722897,0.212623299361448,"Solyc09g009420.1.1"
"1480","Bother","wt",4,18.573449791351,18.398068902481,9.19903445124052,"Solyc09g009420.1.1"
"1481","Cmbr","wt",6,4.93461791235247,10.4210364836573,4.25437032931465,"Solyc09g009420.1.1"
"1482","Cother","wt",3,17.3099690076663,13.8774962821413,8.01217621417234,"Solyc09g009420.1.1"
"1483","Ambr","wt",3,12.6118533165293,5.78916399677215,3.34237539191929,"Solyc09g009950.2.1"
"1484","Aother","wt",5,9.36577445057952,2.53065892532195,1.13174507697729,"Solyc09g009950.2.1"
"1485","Bmbr","wt",4,10.3848612315999,7.14387162479473,3.57193581239736,"Solyc09g009950.2.1"
"1486","Bother","wt",4,68.5660132828681,121.476450300647,60.7382251503234,"Solyc09g009950.2.1"
"1487","Cmbr","wt",6,14.7904135835339,6.1801203507485,2.52302356805401,"Solyc09g009950.2.1"
"1488","Cother","wt",3,30.0784232195578,35.8048440802719,20.6719363680376,"Solyc09g009950.2.1"
"1489","Ambr","wt",3,1.17312816886786,1.28525722533971,0.742043605027794,"Solyc09g010220.2.1"
"1490","Aother","wt",5,1.71475771049923,0.810839564054595,0.362618476814474,"Solyc09g010220.2.1"
"1491","Bmbr","wt",4,0.151200429665485,0.271593163415192,0.135796581707596,"Solyc09g010220.2.1"
"1492","Bother","wt",4,1.02409183459548,0.770742353300041,0.385371176650021,"Solyc09g010220.2.1"
"1493","Cmbr","wt",6,1.49440187575648,3.53351418398091,1.44255112494002,"Solyc09g010220.2.1"
"1494","Cother","wt",3,10.1898619034506,14.2598180772435,8.23290980549162,"Solyc09g010220.2.1"
"1495","Ambr","wt",3,5.36030039469468,5.03312971045193,2.90587879319573,"Solyc09g010780.2.1"
"1496","Aother","wt",5,2.67119686699161,3.33937583807295,1.49341427527029,"Solyc09g010780.2.1"
"1497","Bmbr","wt",4,3.68541549632833,2.28718679101307,1.14359339550654,"Solyc09g010780.2.1"
"1498","Bother","wt",4,2.00463560423512,2.04080823160019,1.02040411580009,"Solyc09g010780.2.1"
"1499","Cmbr","wt",6,2.53796593757415,2.5327974335887,1.03401022235385,"Solyc09g010780.2.1"
"1500","Cother","wt",3,12.1851087873107,14.7095351738268,8.4925540922632,"Solyc09g010780.2.1"
"1501","Ambr","wt",3,4.8802086502359,4.17735572000566,2.41179744944609,"Solyc09g015890.2.1"
"1502","Aother","wt",5,2.15792748146654,1.72556287567207,0.771695177890551,"Solyc09g015890.2.1"
"1503","Bmbr","wt",4,2.81562109477601,1.7541160016091,0.877058000804549,"Solyc09g015890.2.1"
"1504","Bother","wt",4,1.98589971803439,2.55998266809641,1.27999133404821,"Solyc09g015890.2.1"
"1505","Cmbr","wt",6,4.31569148591314,2.97075724546829,1.21280656684556,"Solyc09g015890.2.1"
"1506","Cother","wt",3,9.02688571127332,10.9309595426992,6.31099243447828,"Solyc09g015890.2.1"
"1507","Ambr","wt",3,0.480936558564483,0.83300655465101,0.480936558564483,"Solyc09g025280.1.1"
"1508","Aother","wt",5,2.21440750078801,4.91916057390731,2.19991548709873,"Solyc09g025280.1.1"
"1509","Bmbr","wt",4,3.39818328228055,6.59990045983473,3.29995022991736,"Solyc09g025280.1.1"
"1510","Bother","wt",4,2.08140290151148,1.86833501301369,0.934167506506846,"Solyc09g025280.1.1"
"1511","Cmbr","wt",6,1.15497357812245,2.01519595299863,0.822700302761387,"Solyc09g025280.1.1"
"1512","Cother","wt",3,16.253027932606,24.6038715788152,14.205051879136,"Solyc09g025280.1.1"
"1513","Ambr","wt",3,5.71887513256414,3.36061063530234,1.94024945493332,"Solyc09g031720.1.1"
"1514","Aother","wt",5,7.25728294812994,4.33872888855991,1.94033854615241,"Solyc09g031720.1.1"
"1515","Bmbr","wt",4,10.7319212125564,8.40451888621759,4.2022594431088,"Solyc09g031720.1.1"
"1516","Bother","wt",4,15.6296235317995,11.4842989962261,5.74214949811306,"Solyc09g031720.1.1"
"1517","Cmbr","wt",6,9.37388230051635,6.23322766472889,2.54470453819763,"Solyc09g031720.1.1"
"1518","Cother","wt",3,24.8884029666484,34.8202813317078,20.10349880012,"Solyc09g031720.1.1"
"1519","Ambr","wt",3,173.752301420443,283.113144978353,163.455450464374,"Solyc09g050010.1.1"
"1520","Aother","wt",5,11.9429839880889,11.7981424918518,5.27628972400189,"Solyc09g050010.1.1"
"1521","Bmbr","wt",4,115.176286663902,215.079650368905,107.539825184453,"Solyc09g050010.1.1"
"1522","Bother","wt",4,173.217639872164,309.74032118211,154.870160591055,"Solyc09g050010.1.1"
"1523","Cmbr","wt",6,11.7803868673308,9.19001991586908,3.75180991998241,"Solyc09g050010.1.1"
"1524","Cother","wt",3,791.365822649615,1247.34855224685,720.157022413008,"Solyc09g050010.1.1"
"1525","Ambr","wt",3,10.4791148554025,6.90341013186495,3.98568569795862,"Solyc09g055810.1.1"
"1526","Aother","wt",5,5.9894376208842,5.41323461073191,2.42087211355023,"Solyc09g055810.1.1"
"1527","Bmbr","wt",4,10.1466886420332,6.36355049364735,3.18177524682367,"Solyc09g055810.1.1"
"1528","Bother","wt",4,3.90670800395484,3.29972257999117,1.64986128999559,"Solyc09g055810.1.1"
"1529","Cmbr","wt",6,9.22721403996684,10.4552862062102,4.2683527199957,"Solyc09g055810.1.1"
"1530","Cother","wt",3,40.7553680702115,60.1427747578061,34.7234471962304,"Solyc09g055810.1.1"
"1531","Ambr","wt",3,21.6682768149596,14.9842989433542,8.65118902856339,"Solyc09g059140.1.1"
"1532","Aother","wt",5,3.27303045217648,2.60977346342521,1.16712617401877,"Solyc09g059140.1.1"
"1533","Bmbr","wt",4,39.527063575205,79.05412715041,39.527063575205,"Solyc09g059140.1.1"
"1534","Bother","wt",4,177.747056003094,322.764912292827,161.382456146414,"Solyc09g059140.1.1"
"1535","Cmbr","wt",6,9.6726237175345,12.3105136336139,5.02574614565496,"Solyc09g059140.1.1"
"1536","Cother","wt",3,292.090406390751,487.064437885875,281.206784326104,"Solyc09g059140.1.1"
"1537","Ambr","wt",3,1.75249450801034,1.73664998831048,1.00265533823922,"Solyc09g059350.1.1"
"1538","Aother","wt",5,1.90567061797997,2.30401617743513,1.03038735880083,"Solyc09g059350.1.1"
"1539","Bmbr","wt",4,2.39727939706808,3.07333226343443,1.53666613171721,"Solyc09g059350.1.1"
"1540","Bother","wt",4,0.635156769505746,0.383026537889096,0.191513268944548,"Solyc09g059350.1.1"
"1541","Cmbr","wt",6,0.774699809317168,0.651548657480747,0.26599362557054,"Solyc09g059350.1.1"
"1542","Cother","wt",3,21.4552318752484,36.1893667693693,20.8939406460975,"Solyc09g059350.1.1"
"1543","Ambr","wt",3,7.75592930450685,6.90289250222043,3.98538684434402,"Solyc09g061760.1.1"
"1544","Aother","wt",5,4.90127153833548,4.2807197456319,1.91439606877171,"Solyc09g061760.1.1"
"1545","Bmbr","wt",4,5.06309901583135,2.87369213330159,1.4368460666508,"Solyc09g061760.1.1"
"1546","Bother","wt",4,2.45233963164116,1.79860307846564,0.89930153923282,"Solyc09g061760.1.1"
"1547","Cmbr","wt",6,3.12583550686566,2.29722496091529,0.937838163104583,"Solyc09g061760.1.1"
"1548","Cother","wt",3,15.3639147159651,22.2776783869703,12.8620236136372,"Solyc09g061760.1.1"
"1549","Ambr","wt",3,7.92483604633822,3.51029722892024,2.0266710500527,"Solyc09g065510.2.1"
"1550","Aother","wt",5,6.80893194267406,3.77647483448132,1.6888908890435,"Solyc09g065510.2.1"
"1551","Bmbr","wt",4,9.23951240987907,4.82003442322671,2.41001721161335,"Solyc09g065510.2.1"
"1552","Bother","wt",4,24.1076279673794,30.2736052685254,15.1368026342627,"Solyc09g065510.2.1"
"1553","Cmbr","wt",6,10.9777694157651,4.10542105082351,1.67603112563305,"Solyc09g065510.2.1"
"1554","Cother","wt",3,36.0481338346377,26.5045460006886,15.3024067682464,"Solyc09g065510.2.1"
"1555","Ambr","wt",3,4.87552150112666,5.66578861906821,3.27114458439055,"Solyc09g066020.1.1"
"1556","Aother","wt",5,2.48642929599995,2.48073178606225,1.10941698151593,"Solyc09g066020.1.1"
"1557","Bmbr","wt",4,16.3545910600359,29.8919209739168,14.9459604869584,"Solyc09g066020.1.1"
"1558","Bother","wt",4,2.60457194140995,1.17656690674587,0.588283453372934,"Solyc09g066020.1.1"
"1559","Cmbr","wt",6,4.12797291744735,2.3070732418347,0.941858706953938,"Solyc09g066020.1.1"
"1560","Cother","wt",3,67.2219856731854,98.6883953652905,56.9777716300427,"Solyc09g066020.1.1"
"1561","Ambr","wt",3,10.9804695932496,3.15288239704904,1.8203175006595,"Solyc09g074090.2.1"
"1562","Aother","wt",5,8.14622506341994,2.37126852578128,1.06046352331053,"Solyc09g074090.2.1"
"1563","Bmbr","wt",4,12.6456580193477,8.95884881106611,4.47942440553305,"Solyc09g074090.2.1"
"1564","Bother","wt",4,6.55028135143372,4.07690819962084,2.03845409981042,"Solyc09g074090.2.1"
"1565","Cmbr","wt",6,12.6697008683985,4.18723248969548,1.70943050569292,"Solyc09g074090.2.1"
"1566","Cother","wt",3,36.7257356423971,47.7851010662577,27.5887409638573,"Solyc09g074090.2.1"
"1567","Ambr","wt",3,5.42442725969162,4.01270808945481,2.31673809562612,"Solyc09g075170.1.1"
"1568","Aother","wt",5,5.16708576934535,1.79585469524113,0.803130635254269,"Solyc09g075170.1.1"
"1569","Bmbr","wt",4,10.3256339182077,7.01677962519286,3.50838981259643,"Solyc09g075170.1.1"
"1570","Bother","wt",4,4.53355834171577,2.785563356446,1.392781678223,"Solyc09g075170.1.1"
"1571","Cmbr","wt",6,8.69231956439805,4.56801158917644,1.86488292210039,"Solyc09g075170.1.1"
"1572","Cother","wt",3,20.8264153633298,33.2581966787719,19.2016288052505,"Solyc09g075170.1.1"
"1573","Ambr","wt",3,2.38012839992221,2.71475936461703,1.5673670499467,"Solyc09g075730.2.1"
"1574","Aother","wt",5,8.06252195034366,6.97704081085469,3.12022750697227,"Solyc09g075730.2.1"
"1575","Bmbr","wt",4,4.59121623882763,2.54046746246028,1.27023373123014,"Solyc09g075730.2.1"
"1576","Bother","wt",4,7.33884305689221,4.93830355070569,2.46915177535284,"Solyc09g075730.2.1"
"1577","Cmbr","wt",6,8.01297637120842,13.7320311300452,5.60607823343751,"Solyc09g075730.2.1"
"1578","Cother","wt",3,25.418005018261,40.8520582208734,23.5859468107715,"Solyc09g075730.2.1"
"1579","Ambr","wt",3,14.125483651912,3.44953492765801,1.99158991906237,"Solyc09g082450.1.1"
"1580","Aother","wt",5,7.63661921901491,1.77752740421887,0.794934421540426,"Solyc09g082450.1.1"
"1581","Bmbr","wt",4,11.1652024606735,3.10438052892596,1.55219026446298,"Solyc09g082450.1.1"
"1582","Bother","wt",4,9.09565774260153,6.99719455785922,3.49859727892961,"Solyc09g082450.1.1"
"1583","Cmbr","wt",6,10.6431784473886,5.22363639324412,2.13254062754673,"Solyc09g082450.1.1"
"1584","Cother","wt",3,27.3410287831112,32.2897557256946,18.6424991602971,"Solyc09g082450.1.1"
"1585","Ambr","wt",3,113.135829449379,191.865029502049,110.773326431084,"Solyc09g084490.2.1"
"1586","Aother","wt",5,44.903619825582,90.4645913291515,40.4569951537441,"Solyc09g084490.2.1"
"1587","Bmbr","wt",4,0.967692399033349,0.990710547936707,0.495355273968354,"Solyc09g084490.2.1"
"1588","Bother","wt",4,38.049947451,65.4867226275879,32.743361313794,"Solyc09g084490.2.1"
"1589","Cmbr","wt",6,2.76693630815437,5.88975750003387,2.40448343063554,"Solyc09g084490.2.1"
"1590","Cother","wt",3,3.3997898510763,4.28052742662648,2.47136366203638,"Solyc09g084490.2.1"
"1591","Ambr","wt",3,13.2133070563979,2.07314952425049,1.19693343589636,"Solyc09g090530.2.1"
"1592","Aother","wt",5,18.7605511840654,11.5120217924007,5.1483326572534,"Solyc09g090530.2.1"
"1593","Bmbr","wt",4,18.5087303075708,10.0064335028876,5.0032167514438,"Solyc09g090530.2.1"
"1594","Bother","wt",4,7.8949070966942,3.18450226109454,1.59225113054727,"Solyc09g090530.2.1"
"1595","Cmbr","wt",6,10.1207759481006,4.93291308720374,2.01385333485775,"Solyc09g090530.2.1"
"1596","Cother","wt",3,46.7384282727664,67.1882832305199,38.7911734095295,"Solyc09g090530.2.1"
"1597","Ambr","wt",3,0.414139814319417,0.717311199838371,0.414139814319417,"Solyc09g098050.2.1"
"1598","Aother","wt",5,2.46140029351669,3.60466597183821,1.61205562984212,"Solyc09g098050.2.1"
"1599","Bmbr","wt",4,1.38777878078145e-17,0,0,"Solyc09g098050.2.1"
"1600","Bother","wt",4,3.23843105870036,1.40219086831287,0.701095434156433,"Solyc09g098050.2.1"
"1601","Cmbr","wt",6,0.794451507085257,1.87761452470353,0.766532919860336,"Solyc09g098050.2.1"
"1602","Cother","wt",3,20.5904578428057,31.7490613937969,18.3303291422266,"Solyc09g098050.2.1"
"1603","Ambr","wt",3,29.6937815937203,39.8535215252998,23.0094413807864,"Solyc09g098100.2.1"
"1604","Aother","wt",5,11.4866840534116,4.59194650415931,2.05358090646855,"Solyc09g098100.2.1"
"1605","Bmbr","wt",4,18.8284647975017,25.2192000094531,12.6096000047265,"Solyc09g098100.2.1"
"1606","Bother","wt",4,38.3087892322642,44.1945887271118,22.0972943635559,"Solyc09g098100.2.1"
"1607","Cmbr","wt",6,6.36973592539627,3.44790210953851,1.40760014190584,"Solyc09g098100.2.1"
"1608","Cother","wt",3,37.3718116820003,41.6971707049873,24.0738727309702,"Solyc09g098100.2.1"
"1609","Ambr","wt",3,2.57867097927038,0.802556109344907,0.463355985770061,"Solyc09g098390.2.1"
"1610","Aother","wt",5,2.88971159655977,1.81488576396106,0.811641587922712,"Solyc09g098390.2.1"
"1611","Bmbr","wt",4,4.41420362613296,1.79288562942825,0.896442814714126,"Solyc09g098390.2.1"
"1612","Bother","wt",4,2.7138948903308,1.91216711940813,0.956083559704065,"Solyc09g098390.2.1"
"1613","Cmbr","wt",6,4.85550300494059,2.38044047261991,0.971810753498069,"Solyc09g098390.2.1"
"1614","Cother","wt",3,11.5162428068069,13.9417306635009,8.04926195154151,"Solyc09g098390.2.1"
"1615","Ambr","wt",3,36.9851485295533,10.8050699789923,6.23831006098393,"Solyc10g005990.2.1"
"1616","Aother","wt",5,23.137152263519,12.3300415413466,5.51416221036947,"Solyc10g005990.2.1"
"1617","Bmbr","wt",4,22.3005429252864,10.6659072187944,5.33295360939722,"Solyc10g005990.2.1"
"1618","Bother","wt",4,30.1222545715816,17.4826469445877,8.74132347229384,"Solyc10g005990.2.1"
"1619","Cmbr","wt",6,25.683676112429,12.6199078572944,5.15205580855191,"Solyc10g005990.2.1"
"1620","Cother","wt",3,55.3499876756796,64.3182136677456,37.1341379748688,"Solyc10g005990.2.1"
"1621","Ambr","wt",3,1.80805469218686,1.57306871479022,0.908211645937914,"Solyc10g007520.1.1"
"1622","Aother","wt",5,2.14328443633548,1.48034560651499,0.662030681272135,"Solyc10g007520.1.1"
"1623","Bmbr","wt",4,4.16225331297482,3.69026694836806,1.84513347418403,"Solyc10g007520.1.1"
"1624","Bother","wt",4,3.44723778267889,1.31155320566678,0.65577660283339,"Solyc10g007520.1.1"
"1625","Cmbr","wt",6,3.48865337954453,1.16193341190259,0.474357329042076,"Solyc10g007520.1.1"
"1626","Cother","wt",3,10.6497732253665,9.31056313493636,5.37545613226252,"Solyc10g007520.1.1"
"1627","Ambr","wt",3,2.38616929486411,1.92774011147272,1.11298127228641,"Solyc10g007660.2.1"
"1628","Aother","wt",5,1.39963942588742,1.9199406381653,0.858623555940389,"Solyc10g007660.2.1"
"1629","Bmbr","wt",4,3.57449339538717,2.5266185856791,1.26330929283955,"Solyc10g007660.2.1"
"1630","Bother","wt",4,1.88155107665303,2.07067240284089,1.03533620142045,"Solyc10g007660.2.1"
"1631","Cmbr","wt",6,5.88721632666292,3.91381948039217,1.59781011205427,"Solyc10g007660.2.1"
"1632","Cother","wt",3,8.0279747707753,9.5161484380943,5.49415086238218,"Solyc10g007660.2.1"
"1633","Ambr","wt",3,3.98666235707665,3.0084567473779,1.73693331294398,"Solyc10g007680.2.1"
"1634","Aother","wt",5,3.83670871641155,1.83539932750192,0.82081553243034,"Solyc10g007680.2.1"
"1635","Bmbr","wt",4,3.65439425101499,1.9938196736155,0.996909836807752,"Solyc10g007680.2.1"
"1636","Bother","wt",4,2.27068070738955,1.79750612364169,0.898753061820846,"Solyc10g007680.2.1"
"1637","Cmbr","wt",6,4.1175927385247,2.57861779242592,1.05271630551758,"Solyc10g007680.2.1"
"1638","Cother","wt",3,19.6811411526652,25.0600723377133,14.4684395100903,"Solyc10g007680.2.1"
"1639","Ambr","wt",3,3.74347393427197,5.34056519741733,3.08337675435364,"Solyc10g007830.1.1"
"1640","Aother","wt",5,21.9225810622009,30.696925638737,13.7280824856944,"Solyc10g007830.1.1"
"1641","Bmbr","wt",4,8.7908230415079,7.09599058543275,3.54799529271638,"Solyc10g007830.1.1"
"1642","Bother","wt",4,139.269118173926,182.381476068836,91.1907380344178,"Solyc10g007830.1.1"
"1643","Cmbr","wt",6,29.5063975224742,41.7346805515444,17.0381119882234,"Solyc10g007830.1.1"
"1644","Cother","wt",3,82.0013367747731,33.9293458206299,19.5891169429686,"Solyc10g007830.1.1"
"1645","Ambr","wt",3,0.053437395396054,0.0925562838501127,0.053437395396054,"Solyc10g008120.2.1"
"1646","Aother","wt",5,5.55029551337677,4.55553749431529,2.03729830226761,"Solyc10g008120.2.1"
"1647","Bmbr","wt",4,1.38777878078145e-17,0,0,"Solyc10g008120.2.1"
"1648","Bother","wt",4,24.3493163837827,34.0947957841897,17.0473978920949,"Solyc10g008120.2.1"
"1649","Cmbr","wt",6,0.211242017054588,0.497900527490594,0.20326703916909,"Solyc10g008120.2.1"
"1650","Cother","wt",3,17.3782512619733,27.5061793666649,15.8807000617221,"Solyc10g008120.2.1"
"1651","Ambr","wt",3,1.16516647527419,1.3773443006433,0.795210102743205,"Solyc10g008780.1.1"
"1652","Aother","wt",5,6.79372694580412,9.20788527398448,4.11789148032971,"Solyc10g008780.1.1"
"1653","Bmbr","wt",4,2.78293469585761,2.9657270809905,1.48286354049525,"Solyc10g008780.1.1"
"1654","Bother","wt",4,5.31481305761647,2.56485916575968,1.28242958287984,"Solyc10g008780.1.1"
"1655","Cmbr","wt",6,2.97729511177405,6.35409044077107,2.59404655989756,"Solyc10g008780.1.1"
"1656","Cother","wt",3,23.7126307971717,23.9572431283613,13.8317207692007,"Solyc10g008780.1.1"
"1657","Ambr","wt",3,2.94797099825751,2.33643920773283,1.34894380552974,"Solyc10g009130.2.1"
"1658","Aother","wt",5,2.62949154771488,1.84862130237992,0.826728579355138,"Solyc10g009130.2.1"
"1659","Bmbr","wt",4,3.83211944588181,3.15499358599718,1.57749679299859,"Solyc10g009130.2.1"
"1660","Bother","wt",4,2.46072773425809,0.962612719733026,0.481306359866513,"Solyc10g009130.2.1"
"1661","Cmbr","wt",6,4.30489398780239,1.93101843352851,0.788334974342222,"Solyc10g009130.2.1"
"1662","Cother","wt",3,10.744718607403,15.2942303769217,8.83012802516387,"Solyc10g009130.2.1"
"1663","Ambr","wt",3,0.333983721225337,0.578476774063203,0.333983721225337,"Solyc10g011960.1.1"
"1664","Aother","wt",5,2.64230500793944,4.71285070522667,2.10765090893893,"Solyc10g011960.1.1"
"1665","Bmbr","wt",4,1.38777878078145e-17,0,0,"Solyc10g011960.1.1"
"1666","Bother","wt",4,5.09853481278009,6.33032615410169,3.16516307705085,"Solyc10g011960.1.1"
"1667","Cmbr","wt",6,0.950679694960394,2.09008178754728,0.853272316695832,"Solyc10g011960.1.1"
"1668","Cother","wt",3,60.5794124285538,99.7936435913504,57.6158869908798,"Solyc10g011960.1.1"
"1669","Ambr","wt",3,54.5367457274039,93.0037437665964,53.6957364992874,"Solyc10g012220.1.1"
"1670","Aother","wt",5,3.7773639588032,2.45016593299226,1.09574751646498,"Solyc10g012220.1.1"
"1671","Bmbr","wt",4,20.291437798597,39.5450429775331,19.7725214887665,"Solyc10g012220.1.1"
"1672","Bother","wt",4,2.81142633395616,3.81057200723988,1.90528600361994,"Solyc10g012220.1.1"
"1673","Cmbr","wt",6,2.07977513456919,1.8407666192345,0.751489825445428,"Solyc10g012220.1.1"
"1674","Cother","wt",3,144.247198944933,227.825973469705,131.535387111123,"Solyc10g012220.1.1"
"1675","Ambr","wt",3,4.55885024359352,4.18415679851667,2.41572405395521,"Solyc10g012480.1.1"
"1676","Aother","wt",5,3.27611236212654,2.40858224387552,1.07715072534093,"Solyc10g012480.1.1"
"1677","Bmbr","wt",4,5.43770028350959,5.85376886921788,2.92688443460894,"Solyc10g012480.1.1"
"1678","Bother","wt",4,2.65373024389853,1.76226073723364,0.881130368616818,"Solyc10g012480.1.1"
"1679","Cmbr","wt",6,5.0411942994957,3.13630151508663,1.28038973191334,"Solyc10g012480.1.1"
"1680","Cother","wt",3,18.5339605091341,25.1347752567509,14.5115692605059,"Solyc10g012480.1.1"
"1681","Ambr","wt",3,35.740253282556,14.3664844619516,8.29449367141635,"Solyc10g017920.1.1"
"1682","Aother","wt",5,21.4727626880077,9.91401771508159,4.43368350821192,"Solyc10g017920.1.1"
"1683","Bmbr","wt",4,26.3588241876152,9.05370581535497,4.52685290767749,"Solyc10g017920.1.1"
"1684","Bother","wt",4,23.5122586879605,12.7139577334617,6.35697886673086,"Solyc10g017920.1.1"
"1685","Cmbr","wt",6,23.4909748958321,9.13071860420972,3.72760026087521,"Solyc10g017920.1.1"
"1686","Cother","wt",3,293.578441333504,476.64015426229,275.188321369918,"Solyc10g017920.1.1"
"1687","Ambr","wt",3,114.365564731656,181.347280014504,104.70090093318,"Solyc10g036800.1.1"
"1688","Aother","wt",5,7.67006486679808,6.51121502732363,2.91190388344276,"Solyc10g036800.1.1"
"1689","Bmbr","wt",4,97.6402818924122,186.419512369246,93.209756184623,"Solyc10g036800.1.1"
"1690","Bother","wt",4,77.9676955060536,123.561089574077,61.7805447870383,"Solyc10g036800.1.1"
"1691","Cmbr","wt",6,7.98696503704325,5.02490224255811,2.05140775027238,"Solyc10g036800.1.1"
"1692","Cother","wt",3,692.089040007647,1102.36207316603,636.449039686843,"Solyc10g036800.1.1"
