"type","genotype","N","mean","sd","se","gene"
"8651","Cmbr","wt",6,8.14184558230788,16.7089442797734,6.82139793767344,"Solyc12g009200.1.1"
"8652","Cother","wt",3,14.1382472228104,3.91225693559564,2.25874259490512,"Solyc12g009200.1.1"
"8653","Ambr","wt",3,3.40594273481624,1.32718944453882,0.766253183070117,"Solyc12g009650.1.1"
"8654","Aother","wt",5,21.8558593169413,13.68931992119,6.12204998190459,"Solyc12g009650.1.1"
"8655","Bmbr","wt",4,1.5142045531394,1.24303781168638,0.621518905843188,"Solyc12g009650.1.1"
"8656","Bother","wt",4,4.38862991550213,1.77025532152747,0.885127660763733,"Solyc12g009650.1.1"
"8657","Cmbr","wt",6,1.52541124236897,2.41395303161029,0.98549219841496,"Solyc12g009650.1.1"
"8658","Cother","wt",3,6.50317286718584,5.31705359075736,3.06980232191943,"Solyc12g009650.1.1"
"8659","Ambr","wt",3,16.0524614129891,25.536030544656,14.7432341089916,"Solyc12g010870.1.1"
"8660","Aother","wt",5,2.80785113124406,1.58674828084466,0.709615403829917,"Solyc12g010870.1.1"
"8661","Bmbr","wt",4,1.79011628215893,2.46419003716943,1.23209501858471,"Solyc12g010870.1.1"
"8662","Bother","wt",4,4.84801345677687,5.39618402041396,2.69809201020698,"Solyc12g010870.1.1"
"8663","Cmbr","wt",6,1.07847638267074,0.92197615263179,0.376395188160378,"Solyc12g010870.1.1"
"8664","Cother","wt",3,2.1901931671249,1.6216714999327,0.936272477023286,"Solyc12g010870.1.1"
"8665","Ambr","wt",3,0.120234139641121,0.208251638662753,0.120234139641121,"Solyc12g011040.1.1"
"8666","Aother","wt",5,8.58501777299241,6.07941716549921,2.71879800912706,"Solyc12g011040.1.1"
"8667","Bmbr","wt",4,0.625548267994495,0.603718395780699,0.301859197890349,"Solyc12g011040.1.1"
"8668","Bother","wt",4,19.8573337296753,21.6635241873097,10.8317620936549,"Solyc12g011040.1.1"
"8669","Cmbr","wt",6,1.31463015835361,2.61079346048435,1.06585196699697,"Solyc12g011040.1.1"
"8670","Cother","wt",3,3.19496190982448,3.33469882918395,1.92528926669569,"Solyc12g011040.1.1"
"8671","Ambr","wt",3,25.3917371676422,32.9938519114353,19.0490092826698,"Solyc12g011360.1.1"
"8672","Aother","wt",5,7.37020357728585,4.68245512885868,2.09405759394411,"Solyc12g011360.1.1"
"8673","Bmbr","wt",4,15.2970920325025,4.65950585641748,2.32975292820874,"Solyc12g011360.1.1"
"8674","Bother","wt",4,2.92647749254896,2.71285688659639,1.35642844329819,"Solyc12g011360.1.1"
"8675","Cmbr","wt",6,3.76370571727864,2.77349841249624,1.13227598550583,"Solyc12g011360.1.1"
"8676","Cother","wt",3,5.62808983757331,7.09470121105546,4.09612765402283,"Solyc12g011360.1.1"
"8677","Ambr","wt",3,16.2976553533913,2.87401338965492,1.65931240417186,"Solyc12g013710.1.1"
"8678","Aother","wt",5,69.4079008991432,24.4371853035549,10.9286415035015,"Solyc12g013710.1.1"
"8679","Bmbr","wt",4,15.7791316920466,2.96861962171607,1.48430981085804,"Solyc12g013710.1.1"
"8680","Bother","wt",4,48.1207244577825,29.3898062092661,14.694903104633,"Solyc12g013710.1.1"
"8681","Cmbr","wt",6,24.8049845160639,44.7687254130494,18.2767556161235,"Solyc12g013710.1.1"
"8682","Cother","wt",3,30.3910195013916,18.8867468713575,10.9042683902946,"Solyc12g013710.1.1"
"8683","Ambr","wt",3,36.2080827005899,20.8732221082511,12.0511604030536,"Solyc12g014210.1.1"
"8684","Aother","wt",5,15.3752352605336,13.5123079926363,6.04288784088969,"Solyc12g014210.1.1"
"8685","Bmbr","wt",4,16.4497769829196,9.07378175811713,4.53689087905857,"Solyc12g014210.1.1"
"8686","Bother","wt",4,12.2013689894407,8.44227782802303,4.22113891401152,"Solyc12g014210.1.1"
"8687","Cmbr","wt",6,19.0332254526041,11.3814816072763,4.64647040911643,"Solyc12g014210.1.1"
"8688","Cother","wt",3,13.9237614643058,2.87685389311807,1.66095236961094,"Solyc12g014210.1.1"
"8689","Ambr","wt",3,2.10835557872931,1.41480320157146,0.816837009277627,"Solyc12g015690.1.1"
"8690","Aother","wt",5,9.86409101391332,3.39271483200613,1.5172681985275,"Solyc12g015690.1.1"
"8691","Bmbr","wt",4,3.09531579286695,2.90848105582247,1.45424052791123,"Solyc12g015690.1.1"
"8692","Bother","wt",4,24.9529661860919,20.0003429421699,10.000171471085,"Solyc12g015690.1.1"
"8693","Cmbr","wt",6,6.29401899846103,8.84516343358603,3.61102285063497,"Solyc12g015690.1.1"
"8694","Cother","wt",3,10.6337172934869,8.18297433268166,4.72444243374555,"Solyc12g015690.1.1"
"8695","Ambr","wt",3,7.94224331238773,7.2194835581114,4.1681707756857,"Solyc12g017460.1.1"
"8696","Aother","wt",5,33.5626682930442,12.9865750712144,5.80777293082793,"Solyc12g017460.1.1"
"8697","Bmbr","wt",4,20.9755870296537,8.51240841902991,4.25620420951495,"Solyc12g017460.1.1"
"8698","Bother","wt",4,24.2199484576918,10.4621576733447,5.23107883667235,"Solyc12g017460.1.1"
"8699","Cmbr","wt",6,23.1771204215115,20.5113749211957,8.3737337466415,"Solyc12g017460.1.1"
"8700","Cother","wt",3,41.956095405219,20.0123822347708,11.5541542703706,"Solyc12g017460.1.1"
"8701","Ambr","wt",3,83.8232192755724,76.4948935130847,44.1643473614112,"Solyc12g019860.1.1"
"8702","Aother","wt",5,38.5849968312143,9.78844768363429,4.37752688296133,"Solyc12g019860.1.1"
"8703","Bmbr","wt",4,39.3153187424548,11.9827937426992,5.9913968713496,"Solyc12g019860.1.1"
"8704","Bother","wt",4,36.227909192388,18.1456677817354,9.07283389086772,"Solyc12g019860.1.1"
"8705","Cmbr","wt",6,45.2031272413181,18.9998940300508,7.75667425676279,"Solyc12g019860.1.1"
"8706","Cother","wt",3,79.644758931181,60.664470806174,35.0246485501907,"Solyc12g019860.1.1"
"8707","Ambr","wt",3,43.2943445367929,38.463153144442,22.2067118218254,"Solyc12g021320.1.1"
"8708","Aother","wt",5,15.8192942629611,12.8842270151427,5.76200148867967,"Solyc12g021320.1.1"
"8709","Bmbr","wt",4,10.2518298558117,5.05319430071558,2.52659715035779,"Solyc12g021320.1.1"
"8710","Bother","wt",4,18.1884529634654,6.1691013391979,3.08455066959895,"Solyc12g021320.1.1"
"8711","Cmbr","wt",6,15.9559016088931,22.2084199223335,9.06654946719626,"Solyc12g021320.1.1"
"8712","Cother","wt",3,11.0139685755235,2.45696050107088,1.41852680668155,"Solyc12g021320.1.1"
"8713","Ambr","wt",3,111.943067254105,107.523750142319,62.0788660889461,"Solyc12g033040.1.1"
"8714","Aother","wt",5,35.9680545856643,22.6000825052362,10.1070641557624,"Solyc12g033040.1.1"
"8715","Bmbr","wt",4,15.6510440587655,6.72560655182323,3.36280327591161,"Solyc12g033040.1.1"
"8716","Bother","wt",4,27.8683366154201,14.6985105681566,7.34925528407829,"Solyc12g033040.1.1"
"8717","Cmbr","wt",6,14.760368044382,5.74154040816635,2.3439740562631,"Solyc12g033040.1.1"
"8718","Cother","wt",3,40.8410855450531,43.2536716575886,24.9725189749484,"Solyc12g033040.1.1"
"8719","Ambr","wt",3,366.541146689966,462.278572267857,266.896658139443,"Solyc12g036420.1.1"
"8720","Aother","wt",5,44.5896440852419,35.9182360342745,16.0631234809041,"Solyc12g036420.1.1"
"8721","Bmbr","wt",4,13.1136810505564,15.4853102650318,7.74265513251589,"Solyc12g036420.1.1"
"8722","Bother","wt",4,50.52984315534,35.8870712800036,17.9435356400018,"Solyc12g036420.1.1"
"8723","Cmbr","wt",6,105.612164894994,195.431607092771,79.784619498229,"Solyc12g036420.1.1"
"8724","Cother","wt",3,36.4251161233193,29.0894871362719,16.7948232287147,"Solyc12g036420.1.1"
"8725","Ambr","wt",3,2.16817582110113,3.23900671869346,1.87004140094468,"Solyc12g036500.1.1"
"8726","Aother","wt",5,14.9941973964312,6.42042144371612,2.87129975846932,"Solyc12g036500.1.1"
"8727","Bmbr","wt",4,2.82547674669182,4.24411782578844,2.12205891289422,"Solyc12g036500.1.1"
"8728","Bother","wt",4,18.3288397536184,10.0283834356969,5.01419171784847,"Solyc12g036500.1.1"
"8729","Cmbr","wt",6,5.66552822971307,11.4069711209819,4.6568764595115,"Solyc12g036500.1.1"
"8730","Cother","wt",3,10.9834572043353,3.56313089784236,2.05717458302716,"Solyc12g036500.1.1"
"8731","Ambr","wt",3,16.3250957950103,17.9735127925714,10.3770124490743,"Solyc12g037970.1.1"
"8732","Aother","wt",5,4.35231697287332,2.77090758675368,1.23918754467022,"Solyc12g037970.1.1"
"8733","Bmbr","wt",4,4.73819112232519,2.77906487100218,1.38953243550109,"Solyc12g037970.1.1"
"8734","Bother","wt",4,3.04463085530407,2.81830999314358,1.40915499657179,"Solyc12g037970.1.1"
"8735","Cmbr","wt",6,6.90505916497209,4.9933265595452,2.03851703166213,"Solyc12g037970.1.1"
"8736","Cother","wt",3,3.08954131441894,3.39622092850206,1.96080906729811,"Solyc12g037970.1.1"
"8737","Ambr","wt",3,2.45812018821848,4.25758905710518,2.45812018821848,"Solyc12g040790.1.1"
"8738","Aother","wt",5,53.9173718466196,22.873736171219,10.2294457956483,"Solyc12g040790.1.1"
"8739","Bmbr","wt",4,0.525881174792306,0.499057557195478,0.249528778597739,"Solyc12g040790.1.1"
"8740","Bother","wt",4,50.615159178689,20.1877483149201,10.09387415746,"Solyc12g040790.1.1"
"8741","Cmbr","wt",6,11.6077176583394,24.7979471958409,10.1237195497152,"Solyc12g040790.1.1"
"8742","Cother","wt",3,28.7540296220576,15.6717014475756,9.04806104941723,"Solyc12g040790.1.1"
"8743","Ambr","wt",3,0.346641873650917,0.322993611062644,0.186480448293547,"Solyc12g040860.1.1"
"8744","Aother","wt",5,5.43290353247527,3.6305909518276,1.62364963335644,"Solyc12g040860.1.1"
"8745","Bmbr","wt",4,0.13609277851257,0.241494087505449,0.120747043752724,"Solyc12g040860.1.1"
"8746","Bother","wt",4,1.47898498966057,0.931553911381309,0.465776955690655,"Solyc12g040860.1.1"
"8747","Cmbr","wt",6,2.56025538297491,0.988714981950369,0.403641201137248,"Solyc12g040860.1.1"
"8748","Cother","wt",3,1.42202602751282,2.24509938276786,1.29620873299849,"Solyc12g040860.1.1"
"8749","Ambr","wt",3,1.3788125056873,1.28146715434014,0.739855406515941,"Solyc12g042250.1.1"
"8750","Aother","wt",5,7.60248966476471,8.67971740473518,3.88168762849518,"Solyc12g042250.1.1"
"8751","Bmbr","wt",4,1.40204048284397,1.30307888333153,0.651539441665765,"Solyc12g042250.1.1"
"8752","Bother","wt",4,2.99391624881604,2.58291630167596,1.29145815083798,"Solyc12g042250.1.1"
"8753","Cmbr","wt",6,3.18432049527274,2.78419854147275,1.13664429486823,"Solyc12g042250.1.1"
"8754","Cother","wt",3,4.57204325658161,3.48152445364112,2.01005908049997,"Solyc12g042250.1.1"
"8755","Ambr","wt",3,1.61478137968088,0.927133228439701,0.535280619014308,"Solyc12g042600.1.1"
"8756","Aother","wt",5,12.1502169361565,5.45653494377364,2.44023661117617,"Solyc12g042600.1.1"
"8757","Bmbr","wt",4,2.84515898876798,4.92631205273992,2.46315602636996,"Solyc12g042600.1.1"
"8758","Bother","wt",4,15.9649344406073,7.79160388379899,3.89580194189949,"Solyc12g042600.1.1"
"8759","Cmbr","wt",6,5.22071474208244,3.07995876500801,1.25738790051371,"Solyc12g042600.1.1"
"8760","Cother","wt",3,16.4590193895229,11.9178252084373,6.8807595922462,"Solyc12g042600.1.1"
"8761","Ambr","wt",3,5.86333831473406,3.67450128037618,2.12147430336281,"Solyc12g042770.1.1"
"8762","Aother","wt",5,18.7725739369374,7.04078405733388,3.14873435341906,"Solyc12g042770.1.1"
"8763","Bmbr","wt",4,4.35222481283085,5.63101551106891,2.81550775553446,"Solyc12g042770.1.1"
"8764","Bother","wt",4,12.2404240851305,9.2648245861306,4.6324122930653,"Solyc12g042770.1.1"
"8765","Cmbr","wt",6,6.0350326539769,11.1043630414123,4.53333722834669,"Solyc12g042770.1.1"
"8766","Cother","wt",3,10.7810130219763,7.57758473109757,4.37492058430638,"Solyc12g042770.1.1"
"8767","Ambr","wt",3,80.6661065128738,109.53489619218,63.2400018022131,"Solyc12g042920.1.1"
"8768","Aother","wt",5,26.9203434796003,7.70133634902225,3.44414231880076,"Solyc12g042920.1.1"
"8769","Bmbr","wt",4,19.9690881558287,9.46457359966506,4.73228679983253,"Solyc12g042920.1.1"
"8770","Bother","wt",4,20.5343520773136,13.2377959188687,6.61889795943434,"Solyc12g042920.1.1"
"8771","Cmbr","wt",6,23.3573732899363,10.972758186318,4.47960977123769,"Solyc12g042920.1.1"
"8772","Cother","wt",3,16.8222398608275,7.46434277948142,4.30954031305724,"Solyc12g042920.1.1"
"8773","Ambr","wt",3,2.01907462912146,1.797861070303,1.03799557290499,"Solyc12g044310.1.1"
"8774","Aother","wt",5,8.68608606573983,11.6453667769647,5.20796634724216,"Solyc12g044310.1.1"
"8775","Bmbr","wt",4,6.96043757851806,3.9248837341268,1.9624418670634,"Solyc12g044310.1.1"
"8776","Bother","wt",4,156.706792764385,263.002185177806,131.501092588903,"Solyc12g044310.1.1"
"8777","Cmbr","wt",6,12.1303454742395,11.8287211565021,4.82905519051573,"Solyc12g044310.1.1"
"8778","Cother","wt",3,13.0450897023478,2.20122756679132,1.27087932823459,"Solyc12g044310.1.1"
"8779","Ambr","wt",3,4.05393997936819,6.08507460895211,3.51321946351746,"Solyc12g044330.1.1"
"8780","Aother","wt",5,28.8445848459627,14.7751370502528,6.60764216424821,"Solyc12g044330.1.1"
"8781","Bmbr","wt",4,1.77040743980327,1.53156663478215,0.765783317391077,"Solyc12g044330.1.1"
"8782","Bother","wt",4,33.5832483555184,20.7962384489356,10.3981192244678,"Solyc12g044330.1.1"
"8783","Cmbr","wt",6,11.2226421255217,20.5933879099753,8.40721540910658,"Solyc12g044330.1.1"
"8784","Cother","wt",3,11.0662128158952,9.58190756386433,5.53211691134718,"Solyc12g044330.1.1"
"8785","Ambr","wt",3,25.6696634479652,20.9004593568214,12.0668858358477,"Solyc12g044410.1.1"
"8786","Aother","wt",5,83.9497916819988,71.5303618197452,31.9893502968212,"Solyc12g044410.1.1"
"8787","Bmbr","wt",4,44.168920551028,10.5783654084824,5.28918270424121,"Solyc12g044410.1.1"
"8788","Bother","wt",4,88.7930049609251,41.9794298428816,20.9897149214408,"Solyc12g044410.1.1"
"8789","Cmbr","wt",6,60.9485699259967,75.4314682576803,30.7947679633771,"Solyc12g044410.1.1"
"8790","Cother","wt",3,83.1157411812322,31.9976032391535,18.4738248435481,"Solyc12g044410.1.1"
"8791","Ambr","wt",3,17.8688100930546,12.3283904568877,7.11779954895892,"Solyc12g044620.1.1"
"8792","Aother","wt",5,6.19737017727685,5.91900969876906,2.64706160918563,"Solyc12g044620.1.1"
"8793","Bmbr","wt",4,12.8676896781342,5.85302615764227,2.92651307882113,"Solyc12g044620.1.1"
"8794","Bother","wt",4,3.11016267057183,2.11056118239661,1.0552805911983,"Solyc12g044620.1.1"
"8795","Cmbr","wt",6,10.7675117348578,6.8862515291421,2.81130041447643,"Solyc12g044620.1.1"
"8796","Cother","wt",3,7.29627088856276,1.81392888074435,1.04727232758858,"Solyc12g044620.1.1"
"8797","Ambr","wt",3,4.82650823781896,3.36009335084627,1.93995080061337,"Solyc12g044820.1.1"
"8798","Aother","wt",5,28.1265529277139,10.8033964212933,4.83142575717794,"Solyc12g044820.1.1"
"8799","Bmbr","wt",4,7.59252996978335,3.71719293328255,1.85859646664127,"Solyc12g044820.1.1"
"8800","Bother","wt",4,21.8797668495149,9.03188127841341,4.51594063920671,"Solyc12g044820.1.1"
"8801","Cmbr","wt",6,9.91904205394192,18.2784233597646,7.46213508899862,"Solyc12g044820.1.1"
"8802","Cother","wt",3,15.0071703896569,2.54594803047601,1.46990378073812,"Solyc12g044820.1.1"
"8803","Ambr","wt",3,62.375111249996,8.08406713745976,4.6673383379594,"Solyc12g044840.1.1"
"8804","Aother","wt",5,18.3438539969558,6.24530641281045,2.79298593587191,"Solyc12g044840.1.1"
"8805","Bmbr","wt",4,39.7320351207819,11.6299920558625,5.81499602793127,"Solyc12g044840.1.1"
"8806","Bother","wt",4,10.6302073492202,3.53411995538798,1.76705997769399,"Solyc12g044840.1.1"
"8807","Cmbr","wt",6,43.9264756653261,19.9223512195296,8.13326582739363,"Solyc12g044840.1.1"
"8808","Cother","wt",3,62.5063650279957,25.7185928877118,14.8486365268988,"Solyc12g044840.1.1"
"8809","Ambr","wt",3,2.24171212907743,0.754377063264363,0.435539800546159,"Solyc12g044930.1.1"
"8810","Aother","wt",5,11.6989278695846,7.22149015274141,3.22954857607503,"Solyc12g044930.1.1"
"8811","Bmbr","wt",4,6.05887853542794,2.74982010788975,1.37491005394488,"Solyc12g044930.1.1"
"8812","Bother","wt",4,31.5617312525927,47.574879121438,23.787439560719,"Solyc12g044930.1.1"
"8813","Cmbr","wt",6,5.34579096963479,7.75436610454954,3.16570670581327,"Solyc12g044930.1.1"
"8814","Cother","wt",3,33.2117136180536,26.777084340609,15.4597568521639,"Solyc12g044930.1.1"
"8815","Ambr","wt",3,54.9172479382554,65.2979113884149,37.6997667176217,"Solyc12g055850.1.1"
"8816","Aother","wt",5,18.0940164765387,7.16645544252864,3.20493630544348,"Solyc12g055850.1.1"
"8817","Bmbr","wt",4,22.4130186972698,8.83152187097596,4.41576093548798,"Solyc12g055850.1.1"
"8818","Bother","wt",4,16.7425387417491,6.91678599359996,3.45839299679998,"Solyc12g055850.1.1"
"8819","Cmbr","wt",6,22.3898864784943,6.48703659626688,2.64832160060247,"Solyc12g055850.1.1"
"8820","Cother","wt",3,18.8594409609136,7.40093592817304,4.27293235038588,"Solyc12g055850.1.1"
"8821","Ambr","wt",3,75.1996440064671,34.8707207280601,20.1326199991818,"Solyc12g056220.1.1"
"8822","Aother","wt",5,252.979764607204,135.80079496794,60.7319617893648,"Solyc12g056220.1.1"
"8823","Bmbr","wt",4,74.8363967472906,53.1712672570424,26.5856336285212,"Solyc12g056220.1.1"
"8824","Bother","wt",4,189.402097534351,82.2083708792893,41.1041854396447,"Solyc12g056220.1.1"
"8825","Cmbr","wt",6,118.867257171145,81.2929125575495,33.1876925784479,"Solyc12g056220.1.1"
"8826","Cother","wt",3,164.065202476281,64.17197207273,37.0497053506198,"Solyc12g056220.1.1"
"8827","Ambr","wt",3,51.2557320259927,71.6746491823521,41.381377999503,"Solyc12g056230.1.1"
"8828","Aother","wt",5,18.8379968587961,8.13029178010737,3.63597701944557,"Solyc12g056230.1.1"
"8829","Bmbr","wt",4,12.1451233661681,11.7173564421311,5.85867822106556,"Solyc12g056230.1.1"
"8830","Bother","wt",4,7.53168855620097,4.95951643503779,2.4797582175189,"Solyc12g056230.1.1"
"8831","Cmbr","wt",6,12.4833661746726,4.6361694547194,1.89270825418997,"Solyc12g056230.1.1"
"8832","Cother","wt",3,22.8315752056056,5.99315135240255,3.46014754660378,"Solyc12g056230.1.1"
"8833","Ambr","wt",3,0.865767372400213,0.903907917335738,0.521871479396422,"Solyc12g056250.1.1"
"8834","Aother","wt",5,5.64604307505237,4.10954396877846,1.83784393414258,"Solyc12g056250.1.1"
"8835","Bmbr","wt",4,5.41112589135429,1.75846356301314,0.879231781506569,"Solyc12g056250.1.1"
"8836","Bother","wt",4,5.54738742186483,2.50194372690521,1.25097186345261,"Solyc12g056250.1.1"
"8837","Cmbr","wt",6,3.0893094258839,3.56849861131472,1.4568334575919,"Solyc12g056250.1.1"
"8838","Cother","wt",3,12.7816665015552,14.7813098244514,8.53399320612226,"Solyc12g056250.1.1"
"8839","Ambr","wt",3,15.5237794382652,24.7786995027502,14.3059888280817,"Solyc12g056440.1.1"
"8840","Aother","wt",5,4.64256746660758,3.08329467766872,1.37889129878611,"Solyc12g056440.1.1"
"8841","Bmbr","wt",4,3.45448751015196,2.12761942624584,1.06380971312292,"Solyc12g056440.1.1"
"8842","Bother","wt",4,4.33945365737025,2.67281719158422,1.33640859579211,"Solyc12g056440.1.1"
"8843","Cmbr","wt",6,5.8648630443431,3.05733577532122,1.2481521036489,"Solyc12g056440.1.1"
"8844","Cother","wt",3,4.25822007245614,3.32059698928303,1.91714756563282,"Solyc12g056440.1.1"
"8845","Ambr","wt",3,7.06382480175207,8.06615754016987,4.65699822714301,"Solyc12g056510.1.1"
"8846","Aother","wt",5,35.9514878946169,12.8297252807301,5.73762757207204,"Solyc12g056510.1.1"
"8847","Bmbr","wt",4,5.89264503358578,6.10442675137104,3.05221337568552,"Solyc12g056510.1.1"
"8848","Bother","wt",4,66.5209119610919,112.92190036333,56.460950181665,"Solyc12g056510.1.1"
"8849","Cmbr","wt",6,5.51235978705318,11.8034192052185,4.8187257121588,"Solyc12g056510.1.1"
"8850","Cother","wt",3,24.5069797140577,10.91415073774,6.30128786641035,"Solyc12g056510.1.1"
"8851","Ambr","wt",3,1.14268402669682,0.850059311724808,0.490781972451466,"Solyc12g056530.1.1"
"8852","Aother","wt",5,6.8644877873579,3.90962277121574,1.7484364565639,"Solyc12g056530.1.1"
"8853","Bmbr","wt",4,3.02193451866681,2.05091358865667,1.02545679432833,"Solyc12g056530.1.1"
"8854","Bother","wt",4,15.9960799349031,15.8036560534332,7.90182802671662,"Solyc12g056530.1.1"
"8855","Cmbr","wt",6,6.05965225482776,6.89174941239522,2.81354491591568,"Solyc12g056530.1.1"
"8856","Cother","wt",3,6.26611400283359,1.61344056129545,0.93152034238539,"Solyc12g056530.1.1"
"8857","Ambr","wt",3,2.1049733035342,3.42057043289379,1.97486726021331,"Solyc12g056600.2.1"
"8858","Aother","wt",5,16.4133147802804,11.572178186928,5.17523541474226,"Solyc12g056600.2.1"
"8859","Bmbr","wt",4,5.9879912854767,4.00322930179924,2.00161465089962,"Solyc12g056600.2.1"
"8860","Bother","wt",4,32.3235638972748,41.0780088175995,20.5390044087998,"Solyc12g056600.2.1"
"8861","Cmbr","wt",6,2.5879464089512,5.00837461342292,2.04466037393252,"Solyc12g056600.2.1"
"8862","Cother","wt",3,13.1018985362218,10.0631460799277,5.80996009814078,"Solyc12g056600.2.1"
"8863","Ambr","wt",3,14.6539072351975,15.4819040795816,8.93848148791439,"Solyc12g062580.1.1"
"8864","Aother","wt",5,5.38671520178052,2.07669038582373,0.928724174184424,"Solyc12g062580.1.1"
"8865","Bmbr","wt",4,4.33448029778059,2.6710467474004,1.3355233737002,"Solyc12g062580.1.1"
"8866","Bother","wt",4,8.32044437474923,3.69464769778967,1.84732384889483,"Solyc12g062580.1.1"
"8867","Cmbr","wt",6,6.28664045751729,2.23199556028311,0.911208371808511,"Solyc12g062580.1.1"
"8868","Cother","wt",3,6.0852108967463,4.53837501701892,2.62023203775934,"Solyc12g062580.1.1"
"8869","Ambr","wt",3,17.4142008298637,22.8392326219271,13.1862371023541,"Solyc12g062600.1.1"
"8870","Aother","wt",5,3.01767099465479,2.80112452722105,1.25270097126164,"Solyc12g062600.1.1"
"8871","Bmbr","wt",4,1.38921355044336,1.37661900754331,0.688309503771657,"Solyc12g062600.1.1"
"8872","Bother","wt",4,4.53711372711413,3.65382019658802,1.82691009829401,"Solyc12g062600.1.1"
"8873","Cmbr","wt",6,1.48054999573027,0.980868228835509,0.400437777592414,"Solyc12g062600.1.1"
"8874","Cother","wt",3,7.36489879731098,10.1648031325863,5.86865182485825,"Solyc12g062600.1.1"
"8875","Ambr","wt",3,18.3163036570142,20.1514355632683,11.6344367470103,"Solyc12g062640.1.1"
"8876","Aother","wt",5,4.56067731233052,2.59847931421999,1.16207527694459,"Solyc12g062640.1.1"
"8877","Bmbr","wt",4,6.77935400181489,3.45843236557509,1.72921618278755,"Solyc12g062640.1.1"
"8878","Bother","wt",4,3.3028476897885,2.13467325967579,1.06733662983789,"Solyc12g062640.1.1"
"8879","Cmbr","wt",6,5.16079947161325,2.85133236486803,1.16405156350166,"Solyc12g062640.1.1"
"8880","Cother","wt",3,4.78710758716832,4.93222237558748,2.84761991624853,"Solyc12g062640.1.1"
"8881","Ambr","wt",3,19.2486479977044,21.6406011518375,12.4942069004387,"Solyc12g062650.1.1"
"8882","Aother","wt",5,3.23803983800088,2.24740022234335,1.00506793396158,"Solyc12g062650.1.1"
"8883","Bmbr","wt",4,4.78061372281517,3.44393135882531,1.72196567941266,"Solyc12g062650.1.1"
"8884","Bother","wt",4,2.19733770632389,1.41976923254547,0.709884616272733,"Solyc12g062650.1.1"
"8885","Cmbr","wt",6,4.71302374187558,2.31553240145745,0.945312144408688,"Solyc12g062650.1.1"
"8886","Cother","wt",3,6.16853793122677,4.78896031506561,2.76490752704156,"Solyc12g062650.1.1"
"8887","Ambr","wt",3,51.0302350424331,70.724556323103,40.8328416314604,"Solyc12g070220.1.1"
"8888","Aother","wt",5,8.78306113012585,3.96942383183492,1.77518030389812,"Solyc12g070220.1.1"
"8889","Bmbr","wt",4,6.39697589762497,6.79385187974048,3.39692593987024,"Solyc12g070220.1.1"
"8890","Bother","wt",4,9.97387811181803,5.31545170038953,2.65772585019476,"Solyc12g070220.1.1"
"8891","Cmbr","wt",6,7.8999062783691,6.43557385268627,2.62731202351311,"Solyc12g070220.1.1"
"8892","Cother","wt",3,9.97720466022357,9.51257540783289,5.49208797239893,"Solyc12g070220.1.1"
"8893","Ambr","wt",3,89.9299805778601,37.1903229249438,21.4718429519654,"Solyc12g087940.1.1"
"8894","Aother","wt",5,249.25812291867,43.8320240961384,19.6022770940749,"Solyc12g087940.1.1"
"8895","Bmbr","wt",4,81.7080250967168,63.4172834633007,31.7086417316504,"Solyc12g087940.1.1"
"8896","Bother","wt",4,264.257766807458,95.5016761705807,47.7508380852903,"Solyc12g087940.1.1"
"8897","Cmbr","wt",6,84.6440335735839,150.091539793518,61.2746145337926,"Solyc12g087940.1.1"
"8898","Cother","wt",3,152.844270683734,43.1828422711836,24.931625609641,"Solyc12g087940.1.1"
"8899","Ambr","wt",3,28.7210458251392,14.4474042310255,8.3412127218739,"Solyc12g088170.1.1"
"8900","Aother","wt",5,5.16783438351233,4.76212128199855,2.12968538072944,"Solyc12g088170.1.1"
"8901","Bmbr","wt",4,6.20007932381748,4.58467330203136,2.29233665101568,"Solyc12g088170.1.1"
"8902","Bother","wt",4,2.20111154286955,2.30225141792138,1.15112570896069,"Solyc12g088170.1.1"
"8903","Cmbr","wt",6,2.1939648949921,5.18846517583536,2.11818203816607,"Solyc12g088170.1.1"
"8904","Cother","wt",3,14.776372310321,7.44885413382457,4.30059793931787,"Solyc12g088170.1.1"
"8905","Ambr","wt",3,104.387401903167,30.321926316498,17.5063723211781,"Solyc12g088650.1.1"
"8906","Aother","wt",5,26.7333076835817,4.12365311041011,1.84415373410109,"Solyc12g088650.1.1"
"8907","Bmbr","wt",4,51.2405900827534,10.6307309359379,5.31536546796896,"Solyc12g088650.1.1"
"8908","Bother","wt",4,15.8121184240671,5.46351957317906,2.73175978658953,"Solyc12g088650.1.1"
"8909","Cmbr","wt",6,37.2321841509197,17.62224793344,7.19425259295723,"Solyc12g088650.1.1"
"8910","Cother","wt",3,50.2983438766849,32.9711210605518,19.0358856197933,"Solyc12g088650.1.1"
"8911","Ambr","wt",3,0.310778974560629,0.269547351967244,0.155623236217639,"Solyc12g088820.1.1"
"8912","Aother","wt",5,12.1631890023482,6.60978698378946,2.9559866025093,"Solyc12g088820.1.1"
"8913","Bmbr","wt",4,2.68492465703544,1.74110531369484,0.87055265684742,"Solyc12g088820.1.1"
"8914","Bother","wt",4,4.50261011205179,2.33171040481521,1.1658552024076,"Solyc12g088820.1.1"
"8915","Cmbr","wt",6,1.72761562723054,4.08522838475214,1.66778750422951,"Solyc12g088820.1.1"
